pop,FV3,ind,nacl,mass_g,svl,stage,viralload,nutrient,value,HazardRatio,scalenutrient
SEWC,RV,1,0,0.2141,10.17,37,155429.5661,NH4,1.470771695,13.45400534,-0.539804321
SEWC,RV,1,0,0.2141,10.17,37,155429.5661,NP,7.224074823,13.45400534,1.240551052
SEWC,RV,1,0,0.2141,10.17,37,155429.5661,SRP,0.203593087,13.45400534,-0.734107336
SEWC,RV,49,750,0.1661,9.66,34,1175.984774,NH4,1.558773062,13.45400534,-0.396686768
SEWC,RV,49,750,0.1661,9.66,34,1175.984774,NP,2.946335506,13.45400534,-1.488952842
SEWC,RV,49,750,0.1661,9.66,34,1175.984774,SRP,0.529054841,13.45400534,0.75839457
SEWC,RV,5,0,0.2202,10.79,37,8413.055577,NH4,0.979059333,13.45400534,-1.339481332
SEWC,RV,5,0,0.2202,10.79,37,8413.055577,NP,4.883262501,13.45400534,-0.25305477
SEWC,RV,5,0,0.2202,10.79,37,8413.055577,SRP,0.200492874,13.45400534,-0.748324288
SEWC,RV,50,750,0.2371,10.49,36,8520.519975,NH4,1.593114035,13.45400534,-0.340837681
SEWC,RV,50,750,0.2371,10.49,36,8520.519975,NP,4.30645096,13.45400534,-0.621101822
SEWC,RV,50,750,0.2371,10.49,36,8520.519975,SRP,0.369936648,13.45400534,0.028710659
SEWC,RV,4,0,0.1183,8.74,31,69333.94492,NH4,1.264378843,13.45400534,-0.875463197
SEWC,RV,4,0,0.1183,8.74,31,69333.94492,NP,4.25456397,13.45400534,-0.654209436
SEWC,RV,4,0,0.1183,8.74,31,69333.94492,SRP,0.297181768,13.45400534,-0.304928536
SEWC,RV,16,250,0.0997,8.27,26,223689.7064,NH4,1.808709498,13.45400534,0.009787499
SEWC,RV,16,250,0.0997,8.27,26,223689.7064,NP,6.082830778,13.45400534,0.512355659
SEWC,RV,16,250,0.0997,8.27,26,223689.7064,SRP,0.297346674,13.45400534,-0.304172313
SEWC,RV,17,250,0.1438,9.21,31,4897.115921,NH4,1.790713766,13.45400534,-0.01947915
SEWC,RV,17,250,0.1438,9.21,31,4897.115921,NP,5.213182909,13.45400534,-0.042541933
SEWC,RV,17,250,0.1438,9.21,31,4897.115921,SRP,0.343497206,13.45400534,-0.092535285
SEWC,RV,18,250,0.2132,10.53,37,0,NH4,0.976895356,13.45400534,-1.34300063
SEWC,RV,18,250,0.2132,10.53,37,0,NP,3.823865076,13.45400534,-0.92902616
SEWC,RV,18,250,0.2132,10.53,37,0,SRP,0.255473281,13.45400534,-0.49619524
SEWC,RV,19,250,0.1842,10,35,36826.91882,NH4,1.368574177,13.45400534,-0.706009225
SEWC,RV,19,250,0.1842,10,35,36826.91882,NP,3.627980781,13.45400534,-1.054014362
SEWC,RV,19,250,0.1842,10,35,36826.91882,SRP,0.377227516,13.45400534,0.062145104
SEWC,RV,2,0,0.2352,10.44,35,5454.937493,NH4,1.032304428,13.45400534,-1.252888271
SEWC,RV,2,0,0.2352,10.44,35,5454.937493,NP,3.880888388,13.45400534,-0.892641206
SEWC,RV,2,0,0.2352,10.44,35,5454.937493,SRP,0.265996938,13.45400534,-0.447935872
SEWC,RV,20,250,0.2116,9.71,36,2543.716237,NH4,1.355472529,13.45400534,-0.727316573
SEWC,RV,20,250,0.2116,9.71,36,2543.716237,NP,4.318136904,13.45400534,-0.613645353
SEWC,RV,20,250,0.2116,9.71,36,2543.716237,SRP,0.313902166,13.45400534,-0.228252164
SEWC,RV,46,750,0.2061,10.67,34,3520.534565,NH4,0.443088236,13.45400534,-2.211136791
SEWC,RV,46,750,0.2061,10.67,34,3520.534565,NP,1.99776463,13.45400534,-2.094208961
SEWC,RV,46,750,0.2061,10.67,34,3520.534565,SRP,0.221792011,13.45400534,-0.650650742
SEWC,RV,47,750,0.2583,11.13,36,709.919879,NH4,1.310197379,13.45400534,-0.800948029
SEWC,RV,47,750,0.2583,11.13,36,709.919879,NP,3.452009337,13.45400534,-1.16629674
SEWC,RV,47,750,0.2583,11.13,36,709.919879,SRP,0.379546302,13.45400534,0.072778591
SEWC,RV,48,750,0.1409,9.54,31,26236.46131,NH4,0.937381744,13.45400534,-1.407262034
SEWC,RV,48,750,0.1409,9.54,31,26236.46131,NP,3.40052824,13.45400534,-1.199145365
SEWC,RV,48,750,0.1409,9.54,31,26236.46131,SRP,0.275657686,13.45400534,-0.403633633
SEWC,RV,64,1000,0.1863,10.16,35,89665.71962,NH4,1.791006577,13.45400534,-0.019002948
SEWC,RV,64,1000,0.1863,10.16,35,89665.71962,NP,5.736421866,13.45400534,0.291321976
SEWC,RV,64,1000,0.1863,10.16,35,89665.71962,SRP,0.312216678,13.45400534,-0.235981475
SEWC,RV,61,1000,0.1541,9.32,32,1964.58733,NH4,1.944786819,13.45400534,0.231091485
SEWC,RV,61,1000,0.1541,9.32,32,1964.58733,NP,3.795473282,13.45400534,-0.947142157
SEWC,RV,61,1000,0.1541,9.32,32,1964.58733,SRP,0.512396393,13.45400534,0.682002291
SEWC,RV,62,1000,0.176,9.85,32,0,NH4,1.436976835,13.45400534,-0.594765259
SEWC,RV,62,1000,0.176,9.85,32,0,NP,7.233080648,13.45400534,1.246297413
SEWC,RV,62,1000,0.176,9.85,32,0,SRP,0.198667332,13.45400534,-0.756695854
SEWC,RV,63,1000,0.1671,9.76,35,5567.814287,NH4,1.578354522,13.45400534,-0.364841232
SEWC,RV,63,1000,0.1671,9.76,35,5567.814287,NP,5.117486135,13.45400534,-0.103603325
SEWC,RV,63,1000,0.1671,9.76,35,5567.814287,SRP,0.3084238,13.45400534,-0.253374845
SEWC,RV,31,500,0.1497,9.67,34,11770.62139,NH4,1.373730092,13.45400534,-0.697624106
SEWC,RV,31,500,0.1497,9.67,34,11770.62139,NP,4.12013185,13.45400534,-0.739986751
SEWC,RV,31,500,0.1497,9.67,34,11770.62139,SRP,0.333418964,13.45400534,-0.138752072
SEWC,RV,65,1000,0.1442,9.02,32,3325.742428,NH4,1.183759173,13.45400534,-1.006575818
SEWC,RV,65,1000,0.1442,9.02,32,3325.742428,NP,6.888152544,13.45400534,1.026208592
SEWC,RV,65,1000,0.1442,9.02,32,3325.742428,SRP,0.171854378,13.45400534,-0.879654647
SEWC,RV,3,0,0.2346,10.94,37,16396.12338,NH4,1.003204994,13.45400534,-1.300212988
SEWC,RV,3,0,0.2346,10.94,37,16396.12338,NP,5.053277926,13.45400534,-0.144572759
SEWC,RV,3,0,0.2346,10.94,37,16396.12338,SRP,0.198525592,13.45400534,-0.757345844
SEWC,RV,34,500,0.2117,9.94,35,1239.2936,NH4,1.101676143,13.45400534,-1.140068318
SEWC,RV,34,500,0.2117,9.94,35,1239.2936,NP,4.723614416,13.45400534,-0.354921676
SEWC,RV,34,500,0.2117,9.94,35,1239.2936,SRP,0.233227365,13.45400534,-0.59821052
SEWC,RV,35,500,0.1864,9.79,31,13149.42443,NH4,1.830865752,13.45400534,0.04582045
SEWC,RV,35,500,0.1864,9.79,31,13149.42443,NP,5.27028306,13.45400534,-0.006107949
SEWC,RV,35,500,0.1864,9.79,31,13149.42443,SRP,0.347394197,13.45400534,-0.074664472
SEWC,RV,32,500,0.146,9.25,31,2693250.005,NH4,1.951971684,13.45400534,0.242776306
SEWC,RV,32,500,0.146,9.25,31,2693250.005,NP,4.502364004,13.45400534,-0.496095276
SEWC,RV,32,500,0.146,9.25,31,2693250.005,SRP,0.43354373,13.45400534,0.320399896
SEWC,RV,33,500,0.2431,11.06,35,140.3602974,NH4,0.822882874,13.45400534,-1.593472758
SEWC,RV,33,500,0.2431,11.06,35,140.3602974,NP,3.690154352,13.45400534,-1.014343174
SEWC,RV,33,500,0.2431,11.06,35,140.3602974,SRP,0.222994161,13.45400534,-0.645137927
SEWG,CTRL,105,250,0.2799,11.55,36,233.3707643,NH4,2.110195877,42.93807928,0.500097983
SEWG,CTRL,105,250,0.2799,11.55,36,233.3707643,NP,6.827296619,42.93807928,0.987378156
SEWG,CTRL,105,250,0.2799,11.55,36,233.3707643,SRP,0.309082203,42.93807928,-0.250355546
SEWG,CTRL,150,1000,0.1872,10.03,34,0,NH4,2.819414704,42.93807928,1.653508057
SEWG,CTRL,150,1000,0.1872,10.03,34,0,NP,5.113941525,42.93807928,-0.10586504
SEWG,CTRL,150,1000,0.1872,10.03,34,0,SRP,0.551319308,42.93807928,0.860494924
SEWG,CTRL,120,500,0.1915,10.69,35,0,NH4,1.433813595,42.93807928,-0.59990967
SEWG,CTRL,120,500,0.1915,10.69,35,0,NP,6.41200207,42.93807928,0.722390506
SEWG,CTRL,120,500,0.1915,10.69,35,0,SRP,0.223614026,42.93807928,-0.642295353
SEWG,CTRL,134,750,0.2596,10.23,36,30.39429176,NH4,2.080596184,42.93807928,0.451959691
SEWG,CTRL,134,750,0.2596,10.23,36,30.39429176,NP,5.487410335,42.93807928,0.132434795
SEWG,CTRL,134,750,0.2596,10.23,36,30.39429176,SRP,0.37915812,42.93807928,0.070998465
SEWG,CTRL,135,750,0.2983,11.64,36,NA,NH4,2.388715689,42.93807928,0.953057698
SEWG,CTRL,135,750,0.2983,11.64,36,NA,NP,7.004581516,42.93807928,1.100498611
SEWG,CTRL,135,750,0.2983,11.64,36,NA,SRP,0.341021899,42.93807928,-0.103886546
SEWG,CTRL,119,500,0.277,11.12,36,0,NH4,2.990324085,42.93807928,1.93145979
SEWG,CTRL,119,500,0.277,11.12,36,0,NP,6.696389165,42.93807928,0.90384983
SEWG,CTRL,119,500,0.277,11.12,36,0,SRP,0.446557691,42.93807928,0.380079295
SEWG,CTRL,104,250,0.3233,11.06,36,696.6295024,NH4,1.498933752,42.93807928,-0.49400407
SEWG,CTRL,104,250,0.3233,11.06,36,696.6295024,NP,8.514822184,42.93807928,2.064140263
SEWG,CTRL,104,250,0.3233,11.06,36,696.6295024,SRP,0.176038174,42.93807928,-0.860468604
SEWG,CTRL,89,0,0.2321,10.29,36,0,NH4,0.961103366,42.93807928,-1.368683309
SEWG,CTRL,89,0,0.2321,10.29,36,0,NP,6.023351006,42.93807928,0.474403306
SEWG,CTRL,89,0,0.2321,10.29,36,0,SRP,0.159562902,42.93807928,-0.936020877
SEWG,CTRL,90,0,0.2198,10.23,36,0,NH4,2.432891104,42.93807928,1.024900642
SEWG,CTRL,90,0,0.2198,10.23,36,0,NP,8.498845821,42.93807928,2.053946199
SEWG,CTRL,90,0,0.2198,10.23,36,0,SRP,0.286261353,42.93807928,-0.355007355
SEWG,CTRL,149,1000,0.1513,9.05,34,NA,NH4,3.044166828,42.93807928,2.019024812
SEWG,CTRL,149,1000,0.1513,9.05,34,NA,NP,6.581145592,42.93807928,0.83031618
SEWG,CTRL,149,1000,0.1513,9.05,34,NA,SRP,0.462558803,42.93807928,0.453457165
SEWG,RV,141,1000,0.2157,10.41,36,80.84638717,NH4,1.39800798,42.93807928,-0.65814072
SEWG,RV,141,1000,0.2157,10.41,36,80.84638717,NP,5.40877858,42.93807928,0.082262106
SEWG,RV,141,1000,0.2157,10.41,36,80.84638717,SRP,0.258470181,42.93807928,-0.482452059
SEWG,RV,113,500,0.2941,11.48,37,1967.615606,NH4,1.227500345,42.93807928,-0.935439088
SEWG,RV,113,500,0.2941,11.48,37,1967.615606,NP,4.846467655,42.93807928,-0.276532515
SEWG,RV,113,500,0.2941,11.48,37,1967.615606,SRP,0.253277321,42.93807928,-0.506265467
SEWG,RV,114,500,0.2276,10.7,35,1619.098575,NH4,2.018041344,42.93807928,0.350226093
SEWG,RV,114,500,0.2276,10.7,35,1619.098575,NP,4.931328632,42.93807928,-0.222385137
SEWG,RV,114,500,0.2276,10.7,35,1619.098575,SRP,0.409228728,42.93807928,0.208896205
SEWG,RV,127,750,0.2126,10.35,37,337278.0898,NH4,0.900673689,42.93807928,-1.466960733
SEWG,RV,127,750,0.2126,10.35,37,337278.0898,NP,3.390410902,42.93807928,-1.205600951
SEWG,RV,127,750,0.2126,10.35,37,337278.0898,SRP,0.265653254,42.93807928,-0.449511937
SEWG,RV,111,500,0.1844,9.62,35,25.59204741,NH4,1.812077212,42.93807928,0.015264448
SEWG,RV,111,500,0.1844,9.62,35,25.59204741,NP,4.870173262,42.93807928,-0.261406641
SEWG,RV,111,500,0.1844,9.62,35,25.59204741,SRP,0.372076539,42.93807928,0.038523766
SEWG,RV,100,250,0.2808,10.71,36,13464.10134,NH4,2.283777766,42.93807928,0.782396044
SEWG,RV,100,250,0.2808,10.71,36,13464.10134,NP,7.307705666,42.93807928,1.293913516
SEWG,RV,100,250,0.2808,10.71,36,13464.10134,SRP,0.312516386,42.93807928,-0.234607073
SEWG,RV,143,1000,0.2,10.87,35,1301.411602,NH4,1.738815132,42.93807928,-0.103882446
SEWG,RV,143,1000,0.2,10.87,35,1301.411602,NP,5.940158913,42.93807928,0.421320796
SEWG,RV,143,1000,0.2,10.87,35,1301.411602,SRP,0.292721989,42.93807928,-0.325380183
SEWG,RV,144,1000,0.15,9.4,34,5926.725742,NH4,2.301670236,42.93807928,0.811494757
SEWG,RV,144,1000,0.15,9.4,34,5926.725742,NP,6.312824178,42.93807928,0.659107911
SEWG,RV,144,1000,0.15,9.4,34,5926.725742,SRP,0.364602303,42.93807928,0.004248429
SEWG,RV,84,0,0.2187,10.92,36,3758.462489,NH4,2.195100697,42.93807928,0.63817959
SEWG,RV,84,0,0.2187,10.92,36,3758.462489,NP,7.428661008,42.93807928,1.371091683
SEWG,RV,84,0,0.2187,10.92,36,3758.462489,SRP,0.295490761,42.93807928,-0.312683151
SEWG,RV,128,750,0.2948,11.4,38,7711.10963,NH4,1.821019489,42.93807928,0.029807368
SEWG,RV,128,750,0.2948,11.4,38,7711.10963,NP,6.057297472,42.93807928,0.496063582
SEWG,RV,128,750,0.2948,11.4,38,7711.10963,SRP,0.300632336,42.93807928,-0.289104928
SEWG,RV,99,250,0.1673,9.92,34,8111.528455,NH4,2.656799238,42.93807928,1.389044806
SEWG,RV,99,250,0.1673,9.92,34,8111.528455,NP,5.89070001,42.93807928,0.389762476
SEWG,RV,99,250,0.1673,9.92,34,8111.528455,SRP,0.451015878,42.93807928,0.400523641
SEWG,RV,126,750,0.1451,9.36,34,11442.70171,NH4,1.537131841,42.93807928,-0.431882114
SEWG,RV,126,750,0.1451,9.36,34,11442.70171,NP,3.943166643,42.93807928,-0.852903221
SEWG,RV,126,750,0.1451,9.36,34,11442.70171,SRP,0.389821679,42.93807928,0.119899395
SEWG,RV,129,750,0.2014,9.96,35,8.884507475,NH4,0.697005331,42.93807928,-1.798188736
SEWG,RV,129,750,0.2014,9.96,35,8.884507475,NP,1.89912274,42.93807928,-2.157149548
SEWG,RV,129,750,0.2014,9.96,35,8.884507475,SRP,0.367014367,42.93807928,0.015309668
SEWG,RV,81,0,0.2098,10.05,35,207282.2688,NH4,3.077183736,42.93807928,2.072720558
SEWG,RV,81,0,0.2098,10.05,35,207282.2688,NP,6.928606998,42.93807928,1.052021429
SEWG,RV,81,0,0.2098,10.05,35,207282.2688,SRP,0.444127331,42.93807928,0.368934155
SEWG,RV,145,1000,0.2634,10.75,37,20768.64244,NH4,1.1060762,42.93807928,-1.132912458
SEWG,RV,145,1000,0.2634,10.75,37,20768.64244,NP,4.249229721,42.93807928,-0.657613069
SEWG,RV,145,1000,0.2634,10.75,37,20768.64244,SRP,0.260300401,42.93807928,-0.474059041
SEWG,RV,142,1000,0.1793,10.44,35,272.3814861,NH4,1.798444502,42.93807928,-0.006906572
SEWG,RV,142,1000,0.1793,10.44,35,272.3814861,NP,4.332289404,42.93807928,-0.604615045
SEWG,RV,142,1000,0.1793,10.44,35,272.3814861,SRP,0.415125661,42.93807928,0.235938349
SEWG,RV,82,0,0.2493,11.07,35,59883.44743,NH4,2.022027129,42.93807928,0.356708218
SEWG,RV,82,0,0.2493,11.07,35,59883.44743,NP,0.758215098,42.93807928,-2.885130292
SEWG,RV,82,0,0.2493,11.07,35,59883.44743,SRP,2.666825199,42.93807928,10.56177791
SEWG,RV,97,250,0.17,9.59,32,39295.80527,NH4,2.897661334,42.93807928,1.780761379
SEWG,RV,97,250,0.17,9.59,32,39295.80527,NP,6.444592504,42.93807928,0.743185536
SEWG,RV,97,250,0.17,9.59,32,39295.80527,SRP,0.449626774,42.93807928,0.394153487
SEWG,RV,112,500,0.2059,10.29,NA,312.555922,NH4,2.17241622,42.93807928,0.601287585
SEWG,RV,112,500,0.2059,10.29,NA,312.555922,NP,5.340855158,42.93807928,0.038922101
SEWG,RV,112,500,0.2059,10.29,NA,312.555922,SRP,0.406754378,42.93807928,0.197549337
SEWG,RV,83,0,0.2274,10.62,36,69418.00107,NH4,1.730074698,42.93807928,-0.118097106
SEWG,RV,83,0,0.2274,10.62,36,69418.00107,NP,6.532655277,42.93807928,0.799375888
SEWG,RV,83,0,0.2274,10.62,36,69418.00107,SRP,0.264834837,42.93807928,-0.45326503
SEWG,RV,115,500,0.267,10.41,39,79.63946835,NH4,1.69139753,42.93807928,-0.180998193
SEWG,RV,115,500,0.267,10.41,39,79.63946835,NP,5.077748063,42.93807928,-0.128959059
SEWG,RV,115,500,0.267,10.41,39,79.63946835,SRP,0.333099931,42.93807928,-0.14021509
SEWG,RV,98,250,0.2894,10.61,35,1928.92141,NH4,1.857819989,42.93807928,0.089656411
SEWG,RV,98,250,0.2894,10.61,35,1928.92141,NP,6.604650576,42.93807928,0.845314043
SEWG,RV,98,250,0.2894,10.61,35,1928.92141,SRP,0.281289671,42.93807928,-0.377806484
SEWG,RV,130,750,0.1774,9.61,35,59241.86581,NH4,2.01592195,42.93807928,0.3467793
SEWG,RV,130,750,0.1774,9.61,35,59241.86581,NP,4.749820925,42.93807928,-0.338200047
SEWG,RV,130,750,0.1774,9.61,35,59241.86581,SRP,0.424420622,42.93807928,0.278563163
SEWG,RV,85,0,0.2872,11.06,37,8922.659814,NH4,2.408923988,42.93807928,0.985922667
SEWG,RV,85,0,0.2872,11.06,37,8922.659814,NP,7.112065257,42.93807928,1.169080931
SEWG,RV,85,0,0.2872,11.06,37,8922.659814,SRP,0.338709489,42.93807928,-0.114490791
SEWG,RV,96,250,0.131,9.37,32,9216.432132,NH4,2.777252889,42.93807928,1.584939852
SEWG,RV,96,250,0.131,9.37,32,9216.432132,NP,4.430306289,42.93807928,-0.542073256
SEWG,RV,96,250,0.131,9.37,32,9216.432132,SRP,0.626876046,42.93807928,1.206982872
